m,TagName,
"2012-12-01 00:00:00","java","12399"
"2012-12-01 00:00:00","javascript","11729"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10986"
"2012-12-01 00:00:00","python","5741"
"2012-12-01 00:00:00","r","1213"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c#","12742"
"2013-01-01 00:00:00","c++","6030"
"2013-01-01 00:00:00","dart","101"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13677"
"2013-01-01 00:00:00","javascript","13759"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12801"
"2013-01-01 00:00:00","python","6560"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2303"
"2013-01-01 00:00:00","rust","3"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12471"
"2013-02-01 00:00:00","c++","6049"
"2013-02-01 00:00:00","dart","86"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13657"
"2013-02-01 00:00:00","javascript","13605"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12466"
"2013-02-01 00:00:00","python","6723"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","rust","3"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c#","14219"
"2013-03-01 00:00:00","c++","7169"
"2013-03-01 00:00:00","dart","89"
"2013-03-01 00:00:00","delphi","524"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15867"
"2013-03-01 00:00:00","javascript","15251"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14024"
"2013-03-01 00:00:00","python","7600"
"2013-03-01 00:00:00","r","1846"
"2013-03-01 00:00:00","ruby","2557"
"2013-03-01 00:00:00","rust","7"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c#","13860"
"2013-04-01 00:00:00","c++","7102"
"2013-04-01 00:00:00","dart","160"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16173"
"2013-04-01 00:00:00","javascript","15275"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13317"
"2013-04-01 00:00:00","python","7910"
"2013-04-01 00:00:00","r","1834"
"2013-04-01 00:00:00","reactjs","1"
"2013-04-01 00:00:00","ruby","2457"
"2013-04-01 00:00:00","rust","12"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c#","13428"
"2013-05-01 00:00:00","c++","6811"
"2013-05-01 00:00:00","dart","123"
"2013-05-01 00:00:00","delphi","533"
"2013-05-01 00:00:00","flutter","1"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15222"
"2013-05-01 00:00:00","javascript","15010"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","php","12991"
"2013-05-01 00:00:00","python","7789"
"2013-05-01 00:00:00","r","1777"
"2013-05-01 00:00:00","reactjs","1"
"2013-05-01 00:00:00","ruby","2337"
"2013-05-01 00:00:00","rust","21"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c#","12750"
"2013-06-01 00:00:00","c++","6177"
"2013-06-01 00:00:00","dart","137"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13874"
"2013-06-01 00:00:00","javascript","14563"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12625"
"2013-06-01 00:00:00","python","7579"
"2013-06-01 00:00:00","r","1773"
"2013-06-01 00:00:00","reactjs","2"
"2013-06-01 00:00:00","ruby","2219"
"2013-06-01 00:00:00","rust","10"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c#","14135"
"2013-07-01 00:00:00","c++","6572"
"2013-07-01 00:00:00","dart","114"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","flutter","1"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15137"
"2013-07-01 00:00:00","javascript","16762"
"2013-07-01 00:00:00","perl","952"
"2013-07-01 00:00:00","php","14227"
"2013-07-01 00:00:00","python","8594"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","reactjs","2"
"2013-07-01 00:00:00","ruby","2436"
"2013-07-01 00:00:00","rust","12"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c#","13815"
"2013-08-01 00:00:00","c++","6238"
"2013-08-01 00:00:00","dart","109"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15010"
"2013-08-01 00:00:00","javascript","16796"
"2013-08-01 00:00:00","perl","834"
"2013-08-01 00:00:00","php","14214"
"2013-08-01 00:00:00","python","7933"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","reactjs","1"
"2013-08-01 00:00:00","ruby","2477"
"2013-08-01 00:00:00","rust","12"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c#","13726"
"2013-09-01 00:00:00","c++","6534"
"2013-09-01 00:00:00","dart","95"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","flutter","1"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16210"
"2013-09-01 00:00:00","javascript","17646"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14161"
"2013-09-01 00:00:00","python","7947"
"2013-09-01 00:00:00","r","1709"
"2013-09-01 00:00:00","reactjs","9"
"2013-09-01 00:00:00","ruby","2386"
"2013-09-01 00:00:00","rust","8"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c#","15154"
"2013-10-01 00:00:00","c++","7952"
"2013-10-01 00:00:00","dart","115"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","flutter","1"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18658"
"2013-10-01 00:00:00","javascript","19660"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15235"
"2013-10-01 00:00:00","python","9462"
"2013-10-01 00:00:00","r","2086"
"2013-10-01 00:00:00","reactjs","5"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","rust","24"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c#","14542"
"2013-11-01 00:00:00","c++","8101"
"2013-11-01 00:00:00","dart","174"
"2013-11-01 00:00:00","delphi","460"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18686"
"2013-11-01 00:00:00","javascript","18423"
"2013-11-01 00:00:00","perl","821"
"2013-11-01 00:00:00","php","14782"
"2013-11-01 00:00:00","python","9464"
"2013-11-01 00:00:00","r","2185"
"2013-11-01 00:00:00","reactjs","7"
"2013-11-01 00:00:00","ruby","2572"
"2013-11-01 00:00:00","rust","11"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c#","13587"
"2013-12-01 00:00:00","c++","6987"
"2013-12-01 00:00:00","dart","263"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17399"
"2013-12-01 00:00:00","javascript","17958"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14341"
"2013-12-01 00:00:00","python","8432"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","reactjs","22"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","rust","13"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c#","15296"
"2014-01-01 00:00:00","c++","7672"
"2014-01-01 00:00:00","dart","287"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18613"
"2014-01-01 00:00:00","javascript","21064"
"2014-01-01 00:00:00","perl","809"
"2014-01-01 00:00:00","php","16692"
"2014-01-01 00:00:00","python","9818"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","reactjs","47"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","rust","40"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7652"
"2014-02-01 00:00:00","dart","264"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","flutter","1"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19176"
"2014-02-01 00:00:00","javascript","21085"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","php","16428"
"2014-02-01 00:00:00","python","9876"
"2014-02-01 00:00:00","r","2617"
"2014-02-01 00:00:00","reactjs","47"
"2014-02-01 00:00:00","ruby","2596"
"2014-02-01 00:00:00","rust","27"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","450"
"2014-03-01 00:00:00","c#","16117"
"2014-03-01 00:00:00","c++","8649"
"2014-03-01 00:00:00","dart","238"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","flutter","1"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21889"
"2014-03-01 00:00:00","javascript","22564"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18207"
"2014-03-01 00:00:00","python","11397"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","reactjs","45"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","rust","29"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c#","15245"
"2014-04-01 00:00:00","c++","8106"
"2014-04-01 00:00:00","dart","209"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20765"
"2014-04-01 00:00:00","javascript","21331"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17524"
"2014-04-01 00:00:00","python","10716"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","reactjs","33"
"2014-04-01 00:00:00","ruby","2741"
"2014-04-01 00:00:00","rust","41"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c#","13834"
"2014-05-01 00:00:00","c++","6763"
"2014-05-01 00:00:00","dart","170"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17872"
"2014-05-01 00:00:00","javascript","19680"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14636"
"2014-05-01 00:00:00","python","9210"
"2014-05-01 00:00:00","r","2576"
"2014-05-01 00:00:00","reactjs","65"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","rust","45"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","266"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","c++","5641"
"2014-06-01 00:00:00","dart","193"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","flutter","1"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15838"
"2014-06-01 00:00:00","javascript","18210"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12897"
"2014-06-01 00:00:00","python","8884"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","reactjs","69"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","rust","50"
"2014-06-01 00:00:00","swift","2386"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c#","13631"
"2014-07-01 00:00:00","c++","6255"
"2014-07-01 00:00:00","dart","192"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","flutter","1"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17297"
"2014-07-01 00:00:00","javascript","20041"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14181"
"2014-07-01 00:00:00","python","9890"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","reactjs","81"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","rust","90"
"2014-07-01 00:00:00","swift","1632"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12452"
"2014-08-01 00:00:00","c++","5863"
"2014-08-01 00:00:00","dart","191"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","flutter","2"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15683"
"2014-08-01 00:00:00","javascript","18375"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13119"
"2014-08-01 00:00:00","python","9093"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","reactjs","76"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","rust","129"
"2014-08-01 00:00:00","swift","1689"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c#","12291"
"2014-09-01 00:00:00","c++","6166"
"2014-09-01 00:00:00","dart","178"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","flutter","1"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16626"
"2014-09-01 00:00:00","javascript","18050"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13287"
"2014-09-01 00:00:00","python","8755"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","reactjs","96"
"2014-09-01 00:00:00","ruby","2267"
"2014-09-01 00:00:00","rust","93"
"2014-09-01 00:00:00","swift","1895"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c#","12521"
"2014-10-01 00:00:00","c++","6819"
"2014-10-01 00:00:00","dart","195"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17832"
"2014-10-01 00:00:00","javascript","18843"
"2014-10-01 00:00:00","perl","639"
"2014-10-01 00:00:00","php","13511"
"2014-10-01 00:00:00","python","9554"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","reactjs","134"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","rust","177"
"2014-10-01 00:00:00","swift","2459"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c#","11837"
"2014-11-01 00:00:00","c++","6538"
"2014-11-01 00:00:00","dart","168"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17777"
"2014-11-01 00:00:00","javascript","17915"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12948"
"2014-11-01 00:00:00","python","9549"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","reactjs","157"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","rust","156"
"2014-11-01 00:00:00","swift","2551"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11052"
"2014-12-01 00:00:00","c++","6065"
"2014-12-01 00:00:00","dart","142"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16316"
"2014-12-01 00:00:00","javascript","16923"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12274"
"2014-12-01 00:00:00","python","9018"
"2014-12-01 00:00:00","r","2356"
"2014-12-01 00:00:00","reactjs","170"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","rust","168"
"2014-12-01 00:00:00","swift","2481"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c#","11714"
"2015-01-01 00:00:00","c++","6119"
"2015-01-01 00:00:00","dart","113"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16503"
"2015-01-01 00:00:00","javascript","18483"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13541"
"2015-01-01 00:00:00","python","9663"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","reactjs","199"
"2015-01-01 00:00:00","ruby","2421"
"2015-01-01 00:00:00","rust","233"
"2015-01-01 00:00:00","swift","3045"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c#","11771"
"2015-02-01 00:00:00","c++","6463"
"2015-02-01 00:00:00","dart","123"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","381"
"2015-02-01 00:00:00","java","16713"
"2015-02-01 00:00:00","javascript","18610"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13450"
"2015-02-01 00:00:00","python","10184"
"2015-02-01 00:00:00","r","2964"
"2015-02-01 00:00:00","reactjs","330"
"2015-02-01 00:00:00","ruby","2257"
"2015-02-01 00:00:00","rust","171"
"2015-02-01 00:00:00","swift","3230"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c#","13243"
"2015-03-01 00:00:00","c++","7378"
"2015-03-01 00:00:00","dart","114"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19711"
"2015-03-01 00:00:00","javascript","20471"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14833"
"2015-03-01 00:00:00","python","11574"
"2015-03-01 00:00:00","r","3558"
"2015-03-01 00:00:00","reactjs","380"
"2015-03-01 00:00:00","ruby","2457"
"2015-03-01 00:00:00","rust","174"
"2015-03-01 00:00:00","swift","3587"
"2015-04-01 00:00:00","assembly","438"
"2015-04-01 00:00:00","c#","13061"
"2015-04-01 00:00:00","c++","7132"
"2015-04-01 00:00:00","dart","128"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","flutter","1"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19754"
"2015-04-01 00:00:00","javascript","20869"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14895"
"2015-04-01 00:00:00","python","11411"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","reactjs","457"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","rust","200"
"2015-04-01 00:00:00","swift","4008"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c#","13346"
"2015-05-01 00:00:00","c++","6808"
"2015-05-01 00:00:00","dart","107"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18512"
"2015-05-01 00:00:00","javascript","22106"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14523"
"2015-05-01 00:00:00","python","11199"
"2015-05-01 00:00:00","r","3420"
"2015-05-01 00:00:00","reactjs","443"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","rust","251"
"2015-05-01 00:00:00","swift","3790"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c#","13528"
"2015-06-01 00:00:00","c++","6515"
"2015-06-01 00:00:00","dart","80"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17841"
"2015-06-01 00:00:00","javascript","22607"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14331"
"2015-06-01 00:00:00","python","11793"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","reactjs","526"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","rust","235"
"2015-06-01 00:00:00","swift","4320"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14105"
"2015-07-01 00:00:00","c++","6698"
"2015-07-01 00:00:00","dart","95"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18675"
"2015-07-01 00:00:00","javascript","23956"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15342"
"2015-07-01 00:00:00","python","12306"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","reactjs","643"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","rust","210"
"2015-07-01 00:00:00","swift","5143"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c#","13223"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","dart","61"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","flutter","1"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17076"
"2015-08-01 00:00:00","javascript","22150"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14214"
"2015-08-01 00:00:00","python","11214"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","reactjs","606"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","rust","187"
"2015-08-01 00:00:00","swift","5080"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12912"
"2015-09-01 00:00:00","c++","5906"
"2015-09-01 00:00:00","dart","60"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","420"
"2015-09-01 00:00:00","java","16930"
"2015-09-01 00:00:00","javascript","21390"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13477"
"2015-09-01 00:00:00","python","10957"
"2015-09-01 00:00:00","r","3329"
"2015-09-01 00:00:00","reactjs","750"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","rust","159"
"2015-09-01 00:00:00","swift","4545"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c#","12790"
"2015-10-01 00:00:00","c++","7047"
"2015-10-01 00:00:00","dart","74"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","426"
"2015-10-01 00:00:00","java","18533"
"2015-10-01 00:00:00","javascript","21808"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13874"
"2015-10-01 00:00:00","python","12464"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","reactjs","831"
"2015-10-01 00:00:00","ruby","2193"
"2015-10-01 00:00:00","rust","133"
"2015-10-01 00:00:00","swift","4292"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c#","12370"
"2015-11-01 00:00:00","c++","7080"
"2015-11-01 00:00:00","dart","84"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","flutter","4"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17757"
"2015-11-01 00:00:00","javascript","21256"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13283"
"2015-11-01 00:00:00","python","12277"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","reactjs","953"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","rust","138"
"2015-11-01 00:00:00","swift","4317"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c#","12132"
"2015-12-01 00:00:00","c++","6556"
"2015-12-01 00:00:00","dart","47"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16537"
"2015-12-01 00:00:00","javascript","21064"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13690"
"2015-12-01 00:00:00","python","11633"
"2015-12-01 00:00:00","r","3178"
"2015-12-01 00:00:00","reactjs","1020"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","rust","130"
"2015-12-01 00:00:00","swift","4370"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c#","12352"
"2016-01-01 00:00:00","c++","6093"
"2016-01-01 00:00:00","dart","68"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","flutter","1"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16608"
"2016-01-01 00:00:00","javascript","22494"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14531"
"2016-01-01 00:00:00","python","12337"
"2016-01-01 00:00:00","r","3534"
"2016-01-01 00:00:00","reactjs","1162"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","rust","152"
"2016-01-01 00:00:00","swift","4778"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c#","12720"
"2016-02-01 00:00:00","c++","6548"
"2016-02-01 00:00:00","dart","75"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","flutter","1"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17833"
"2016-02-01 00:00:00","javascript","22458"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14869"
"2016-02-01 00:00:00","python","13229"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","reactjs","1150"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","rust","145"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c#","13598"
"2016-03-01 00:00:00","c++","7012"
"2016-03-01 00:00:00","dart","58"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19885"
"2016-03-01 00:00:00","javascript","24077"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15085"
"2016-03-01 00:00:00","python","14051"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","reactjs","1458"
"2016-03-01 00:00:00","ruby","2256"
"2016-03-01 00:00:00","rust","183"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c#","13706"
"2016-04-01 00:00:00","c++","6883"
"2016-04-01 00:00:00","dart","49"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19460"
"2016-04-01 00:00:00","javascript","23435"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14432"
"2016-04-01 00:00:00","python","13630"
"2016-04-01 00:00:00","r","4125"
"2016-04-01 00:00:00","reactjs","1492"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","rust","157"
"2016-04-01 00:00:00","swift","4744"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c#","13483"
"2016-05-01 00:00:00","c++","6124"
"2016-05-01 00:00:00","dart","37"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17001"
"2016-05-01 00:00:00","javascript","22975"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","php","14396"
"2016-05-01 00:00:00","python","13089"
"2016-05-01 00:00:00","r","3796"
"2016-05-01 00:00:00","reactjs","1538"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","rust","186"
"2016-05-01 00:00:00","swift","4407"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c#","13043"
