m,TagName,
"2012-12-01 00:00:00","java","12400"
"2012-12-01 00:00:00","javascript","11729"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","10990"
"2012-12-01 00:00:00","python","5741"
"2012-12-01 00:00:00","r","1213"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","c#","12741"
"2013-01-01 00:00:00","c++","6030"
"2013-01-01 00:00:00","dart","101"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13677"
"2013-01-01 00:00:00","javascript","13760"
"2013-01-01 00:00:00","perl","660"
"2013-01-01 00:00:00","php","12804"
"2013-01-01 00:00:00","python","6561"
"2013-01-01 00:00:00","r","1506"
"2013-01-01 00:00:00","ruby","2303"
"2013-01-01 00:00:00","rust","3"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c#","12471"
"2013-02-01 00:00:00","c++","6050"
"2013-02-01 00:00:00","dart","86"
"2013-02-01 00:00:00","delphi","447"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13659"
"2013-02-01 00:00:00","javascript","13605"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12472"
"2013-02-01 00:00:00","python","6723"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2209"
"2013-02-01 00:00:00","rust","3"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c#","14222"
"2013-03-01 00:00:00","c++","7174"
"2013-03-01 00:00:00","dart","89"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15876"
"2013-03-01 00:00:00","javascript","15262"
"2013-03-01 00:00:00","perl","851"
"2013-03-01 00:00:00","php","14040"
"2013-03-01 00:00:00","python","7609"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","rust","7"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c#","13862"
"2013-04-01 00:00:00","c++","7107"
"2013-04-01 00:00:00","dart","160"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16185"
"2013-04-01 00:00:00","javascript","15289"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13331"
"2013-04-01 00:00:00","python","7915"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","reactjs","1"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","rust","12"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c#","13432"
"2013-05-01 00:00:00","c++","6817"
"2013-05-01 00:00:00","dart","123"
"2013-05-01 00:00:00","delphi","534"
"2013-05-01 00:00:00","flutter","1"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15232"
"2013-05-01 00:00:00","javascript","15019"
"2013-05-01 00:00:00","perl","901"
"2013-05-01 00:00:00","php","13013"
"2013-05-01 00:00:00","python","7791"
"2013-05-01 00:00:00","r","1778"
"2013-05-01 00:00:00","reactjs","1"
"2013-05-01 00:00:00","ruby","2337"
"2013-05-01 00:00:00","rust","21"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","293"
"2013-06-01 00:00:00","c#","12754"
"2013-06-01 00:00:00","c++","6181"
"2013-06-01 00:00:00","dart","137"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13884"
"2013-06-01 00:00:00","javascript","14569"
"2013-06-01 00:00:00","perl","828"
"2013-06-01 00:00:00","php","12644"
"2013-06-01 00:00:00","python","7586"
"2013-06-01 00:00:00","r","1774"
"2013-06-01 00:00:00","reactjs","2"
"2013-06-01 00:00:00","ruby","2220"
"2013-06-01 00:00:00","rust","10"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","297"
"2013-07-01 00:00:00","c#","14138"
"2013-07-01 00:00:00","c++","6571"
"2013-07-01 00:00:00","dart","114"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","flutter","1"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15139"
"2013-07-01 00:00:00","javascript","16768"
"2013-07-01 00:00:00","perl","952"
"2013-07-01 00:00:00","php","14229"
"2013-07-01 00:00:00","python","8597"
"2013-07-01 00:00:00","r","1963"
"2013-07-01 00:00:00","reactjs","2"
"2013-07-01 00:00:00","ruby","2437"
"2013-07-01 00:00:00","rust","12"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c#","13815"
"2013-08-01 00:00:00","c++","6239"
"2013-08-01 00:00:00","dart","109"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15011"
"2013-08-01 00:00:00","javascript","16796"
"2013-08-01 00:00:00","perl","834"
"2013-08-01 00:00:00","php","14217"
"2013-08-01 00:00:00","python","7934"
"2013-08-01 00:00:00","r","1915"
"2013-08-01 00:00:00","reactjs","1"
"2013-08-01 00:00:00","ruby","2477"
"2013-08-01 00:00:00","rust","12"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c#","13726"
"2013-09-01 00:00:00","c++","6534"
"2013-09-01 00:00:00","dart","95"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","flutter","1"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16211"
"2013-09-01 00:00:00","javascript","17645"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14168"
"2013-09-01 00:00:00","python","7947"
"2013-09-01 00:00:00","r","1709"
"2013-09-01 00:00:00","reactjs","9"
"2013-09-01 00:00:00","ruby","2386"
"2013-09-01 00:00:00","rust","8"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","377"
"2013-10-01 00:00:00","c#","15156"
"2013-10-01 00:00:00","c++","7951"
"2013-10-01 00:00:00","dart","115"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","flutter","1"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18655"
"2013-10-01 00:00:00","javascript","19660"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15238"
"2013-10-01 00:00:00","python","9468"
"2013-10-01 00:00:00","r","2086"
"2013-10-01 00:00:00","reactjs","5"
"2013-10-01 00:00:00","ruby","2787"
"2013-10-01 00:00:00","rust","24"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","417"
"2013-11-01 00:00:00","c#","14542"
"2013-11-01 00:00:00","c++","8103"
"2013-11-01 00:00:00","dart","174"
"2013-11-01 00:00:00","delphi","460"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18687"
"2013-11-01 00:00:00","javascript","18424"
"2013-11-01 00:00:00","perl","820"
"2013-11-01 00:00:00","php","14786"
"2013-11-01 00:00:00","python","9469"
"2013-11-01 00:00:00","r","2185"
"2013-11-01 00:00:00","reactjs","7"
"2013-11-01 00:00:00","ruby","2573"
"2013-11-01 00:00:00","rust","11"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c#","13587"
"2013-12-01 00:00:00","c++","6988"
"2013-12-01 00:00:00","dart","263"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17401"
"2013-12-01 00:00:00","javascript","17961"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14350"
"2013-12-01 00:00:00","python","8436"
"2013-12-01 00:00:00","r","1905"
"2013-12-01 00:00:00","reactjs","22"
"2013-12-01 00:00:00","ruby","2441"
"2013-12-01 00:00:00","rust","13"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c#","15296"
"2014-01-01 00:00:00","c++","7675"
"2014-01-01 00:00:00","dart","287"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18614"
"2014-01-01 00:00:00","javascript","21067"
"2014-01-01 00:00:00","perl","809"
"2014-01-01 00:00:00","php","16701"
"2014-01-01 00:00:00","python","9818"
"2014-01-01 00:00:00","r","2345"
"2014-01-01 00:00:00","reactjs","47"
"2014-01-01 00:00:00","ruby","2756"
"2014-01-01 00:00:00","rust","40"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c#","15078"
"2014-02-01 00:00:00","c++","7653"
"2014-02-01 00:00:00","dart","264"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","flutter","1"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19178"
"2014-02-01 00:00:00","javascript","21085"
"2014-02-01 00:00:00","perl","790"
"2014-02-01 00:00:00","php","16430"
"2014-02-01 00:00:00","python","9876"
"2014-02-01 00:00:00","r","2617"
"2014-02-01 00:00:00","reactjs","47"
"2014-02-01 00:00:00","ruby","2596"
"2014-02-01 00:00:00","rust","27"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c#","16118"
"2014-03-01 00:00:00","c++","8650"
"2014-03-01 00:00:00","dart","238"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","flutter","1"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21890"
"2014-03-01 00:00:00","javascript","22565"
"2014-03-01 00:00:00","perl","907"
"2014-03-01 00:00:00","php","18210"
"2014-03-01 00:00:00","python","11397"
"2014-03-01 00:00:00","r","2798"
"2014-03-01 00:00:00","reactjs","45"
"2014-03-01 00:00:00","ruby","2945"
"2014-03-01 00:00:00","rust","29"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c#","15247"
"2014-04-01 00:00:00","c++","8106"
"2014-04-01 00:00:00","dart","209"
"2014-04-01 00:00:00","delphi","390"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20766"
"2014-04-01 00:00:00","javascript","21332"
"2014-04-01 00:00:00","perl","820"
"2014-04-01 00:00:00","php","17535"
"2014-04-01 00:00:00","python","10721"
"2014-04-01 00:00:00","r","2729"
"2014-04-01 00:00:00","reactjs","33"
"2014-04-01 00:00:00","ruby","2741"
"2014-04-01 00:00:00","rust","41"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c#","13836"
"2014-05-01 00:00:00","c++","6764"
"2014-05-01 00:00:00","dart","170"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17873"
"2014-05-01 00:00:00","javascript","19682"
"2014-05-01 00:00:00","perl","794"
"2014-05-01 00:00:00","php","14640"
"2014-05-01 00:00:00","python","9214"
"2014-05-01 00:00:00","r","2577"
"2014-05-01 00:00:00","reactjs","65"
"2014-05-01 00:00:00","ruby","2671"
"2014-05-01 00:00:00","rust","45"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","267"
"2014-06-01 00:00:00","c#","12433"
"2014-06-01 00:00:00","c++","5642"
"2014-06-01 00:00:00","dart","193"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","flutter","1"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15839"
"2014-06-01 00:00:00","javascript","18210"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12900"
"2014-06-01 00:00:00","python","8886"
"2014-06-01 00:00:00","r","2396"
"2014-06-01 00:00:00","reactjs","69"
"2014-06-01 00:00:00","ruby","2329"
"2014-06-01 00:00:00","rust","50"
"2014-06-01 00:00:00","swift","2387"
"2014-07-01 00:00:00","assembly","215"
"2014-07-01 00:00:00","c#","13633"
"2014-07-01 00:00:00","c++","6254"
"2014-07-01 00:00:00","dart","192"
"2014-07-01 00:00:00","delphi","444"
"2014-07-01 00:00:00","flutter","1"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17301"
"2014-07-01 00:00:00","javascript","20042"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14185"
"2014-07-01 00:00:00","python","9895"
"2014-07-01 00:00:00","r","2631"
"2014-07-01 00:00:00","reactjs","81"
"2014-07-01 00:00:00","ruby","2551"
"2014-07-01 00:00:00","rust","90"
"2014-07-01 00:00:00","swift","1633"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12451"
"2014-08-01 00:00:00","c++","5863"
"2014-08-01 00:00:00","dart","191"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","flutter","2"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15682"
"2014-08-01 00:00:00","javascript","18375"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13116"
"2014-08-01 00:00:00","python","9096"
"2014-08-01 00:00:00","r","2468"
"2014-08-01 00:00:00","reactjs","76"
"2014-08-01 00:00:00","ruby","2458"
"2014-08-01 00:00:00","rust","129"
"2014-08-01 00:00:00","swift","1690"
"2014-09-01 00:00:00","assembly","280"
"2014-09-01 00:00:00","c#","12292"
"2014-09-01 00:00:00","c++","6166"
"2014-09-01 00:00:00","dart","178"
"2014-09-01 00:00:00","delphi","445"
"2014-09-01 00:00:00","flutter","1"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16627"
"2014-09-01 00:00:00","javascript","18050"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13283"
"2014-09-01 00:00:00","python","8758"
"2014-09-01 00:00:00","r","2357"
"2014-09-01 00:00:00","reactjs","96"
"2014-09-01 00:00:00","ruby","2266"
"2014-09-01 00:00:00","rust","93"
"2014-09-01 00:00:00","swift","1895"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c#","12521"
"2014-10-01 00:00:00","c++","6818"
"2014-10-01 00:00:00","dart","195"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","380"
"2014-10-01 00:00:00","java","17832"
"2014-10-01 00:00:00","javascript","18845"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13514"
"2014-10-01 00:00:00","python","9558"
"2014-10-01 00:00:00","r","2765"
"2014-10-01 00:00:00","reactjs","134"
"2014-10-01 00:00:00","ruby","2339"
"2014-10-01 00:00:00","rust","177"
"2014-10-01 00:00:00","swift","2460"
"2014-11-01 00:00:00","assembly","386"
"2014-11-01 00:00:00","c#","11838"
"2014-11-01 00:00:00","c++","6539"
"2014-11-01 00:00:00","dart","168"
"2014-11-01 00:00:00","delphi","425"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17779"
"2014-11-01 00:00:00","javascript","17917"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12953"
"2014-11-01 00:00:00","python","9555"
"2014-11-01 00:00:00","r","2700"
"2014-11-01 00:00:00","reactjs","157"
"2014-11-01 00:00:00","ruby","2107"
"2014-11-01 00:00:00","rust","156"
"2014-11-01 00:00:00","swift","2553"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11055"
"2014-12-01 00:00:00","c++","6067"
"2014-12-01 00:00:00","dart","142"
"2014-12-01 00:00:00","delphi","313"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16317"
"2014-12-01 00:00:00","javascript","16925"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12277"
"2014-12-01 00:00:00","python","9022"
"2014-12-01 00:00:00","r","2356"
"2014-12-01 00:00:00","reactjs","170"
"2014-12-01 00:00:00","ruby","2143"
"2014-12-01 00:00:00","rust","168"
"2014-12-01 00:00:00","swift","2481"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c#","11716"
"2015-01-01 00:00:00","c++","6121"
"2015-01-01 00:00:00","dart","113"
"2015-01-01 00:00:00","delphi","379"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16504"
"2015-01-01 00:00:00","javascript","18484"
"2015-01-01 00:00:00","perl","589"
"2015-01-01 00:00:00","php","13550"
"2015-01-01 00:00:00","python","9665"
"2015-01-01 00:00:00","r","2681"
"2015-01-01 00:00:00","reactjs","199"
"2015-01-01 00:00:00","ruby","2421"
"2015-01-01 00:00:00","rust","233"
"2015-01-01 00:00:00","swift","3045"
"2015-02-01 00:00:00","assembly","356"
"2015-02-01 00:00:00","c#","11770"
"2015-02-01 00:00:00","c++","6463"
"2015-02-01 00:00:00","dart","123"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16711"
"2015-02-01 00:00:00","javascript","18610"
"2015-02-01 00:00:00","perl","564"
"2015-02-01 00:00:00","php","13459"
"2015-02-01 00:00:00","python","10186"
"2015-02-01 00:00:00","r","2964"
"2015-02-01 00:00:00","reactjs","330"
"2015-02-01 00:00:00","ruby","2257"
"2015-02-01 00:00:00","rust","171"
"2015-02-01 00:00:00","swift","3231"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c#","13244"
"2015-03-01 00:00:00","c++","7380"
"2015-03-01 00:00:00","dart","114"
"2015-03-01 00:00:00","delphi","409"
"2015-03-01 00:00:00","go","468"
"2015-03-01 00:00:00","java","19710"
"2015-03-01 00:00:00","javascript","20477"
"2015-03-01 00:00:00","perl","638"
"2015-03-01 00:00:00","php","14844"
"2015-03-01 00:00:00","python","11580"
"2015-03-01 00:00:00","r","3558"
"2015-03-01 00:00:00","reactjs","381"
"2015-03-01 00:00:00","ruby","2457"
"2015-03-01 00:00:00","rust","174"
"2015-03-01 00:00:00","swift","3587"
"2015-04-01 00:00:00","assembly","439"
"2015-04-01 00:00:00","c#","13062"
"2015-04-01 00:00:00","c++","7137"
"2015-04-01 00:00:00","dart","128"
"2015-04-01 00:00:00","delphi","388"
"2015-04-01 00:00:00","flutter","1"
"2015-04-01 00:00:00","go","388"
"2015-04-01 00:00:00","java","19755"
"2015-04-01 00:00:00","javascript","20870"
"2015-04-01 00:00:00","perl","575"
"2015-04-01 00:00:00","php","14899"
"2015-04-01 00:00:00","python","11422"
"2015-04-01 00:00:00","r","3321"
"2015-04-01 00:00:00","reactjs","457"
"2015-04-01 00:00:00","ruby","2499"
"2015-04-01 00:00:00","rust","200"
"2015-04-01 00:00:00","swift","4009"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c#","13349"
"2015-05-01 00:00:00","c++","6810"
"2015-05-01 00:00:00","dart","107"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18516"
"2015-05-01 00:00:00","javascript","22122"
"2015-05-01 00:00:00","perl","527"
"2015-05-01 00:00:00","php","14544"
"2015-05-01 00:00:00","python","11205"
"2015-05-01 00:00:00","r","3420"
"2015-05-01 00:00:00","reactjs","443"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","rust","251"
"2015-05-01 00:00:00","swift","3791"
"2015-06-01 00:00:00","assembly","267"
"2015-06-01 00:00:00","c#","13528"
"2015-06-01 00:00:00","c++","6517"
"2015-06-01 00:00:00","dart","80"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17841"
"2015-06-01 00:00:00","javascript","22607"
"2015-06-01 00:00:00","perl","570"
"2015-06-01 00:00:00","php","14333"
"2015-06-01 00:00:00","python","11798"
"2015-06-01 00:00:00","r","3430"
"2015-06-01 00:00:00","reactjs","526"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","rust","235"
"2015-06-01 00:00:00","swift","4320"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c#","14106"
"2015-07-01 00:00:00","c++","6699"
"2015-07-01 00:00:00","dart","95"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18678"
"2015-07-01 00:00:00","javascript","23956"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15341"
"2015-07-01 00:00:00","python","12310"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","reactjs","643"
"2015-07-01 00:00:00","ruby","2584"
"2015-07-01 00:00:00","rust","210"
"2015-07-01 00:00:00","swift","5144"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c#","13224"
"2015-08-01 00:00:00","c++","5868"
"2015-08-01 00:00:00","dart","61"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","flutter","1"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17079"
"2015-08-01 00:00:00","javascript","22151"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14214"
"2015-08-01 00:00:00","python","11218"
"2015-08-01 00:00:00","r","3493"
"2015-08-01 00:00:00","reactjs","606"
"2015-08-01 00:00:00","ruby","2313"
"2015-08-01 00:00:00","rust","187"
"2015-08-01 00:00:00","swift","5082"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12912"
"2015-09-01 00:00:00","c++","5909"
"2015-09-01 00:00:00","dart","60"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16932"
"2015-09-01 00:00:00","javascript","21390"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13477"
"2015-09-01 00:00:00","python","10958"
"2015-09-01 00:00:00","r","3329"
"2015-09-01 00:00:00","reactjs","750"
"2015-09-01 00:00:00","ruby","2157"
"2015-09-01 00:00:00","rust","159"
"2015-09-01 00:00:00","swift","4546"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c#","12791"
"2015-10-01 00:00:00","c++","7047"
"2015-10-01 00:00:00","dart","74"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","426"
"2015-10-01 00:00:00","java","18535"
"2015-10-01 00:00:00","javascript","21811"
"2015-10-01 00:00:00","perl","497"
"2015-10-01 00:00:00","php","13878"
"2015-10-01 00:00:00","python","12473"
"2015-10-01 00:00:00","r","3679"
"2015-10-01 00:00:00","reactjs","831"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","rust","133"
"2015-10-01 00:00:00","swift","4292"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c#","12371"
"2015-11-01 00:00:00","c++","7081"
"2015-11-01 00:00:00","dart","84"
"2015-11-01 00:00:00","delphi","389"
"2015-11-01 00:00:00","flutter","4"
"2015-11-01 00:00:00","go","433"
"2015-11-01 00:00:00","java","17761"
"2015-11-01 00:00:00","javascript","21257"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13289"
"2015-11-01 00:00:00","python","12282"
"2015-11-01 00:00:00","r","3538"
"2015-11-01 00:00:00","reactjs","953"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","rust","138"
"2015-11-01 00:00:00","swift","4317"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c#","12133"
"2015-12-01 00:00:00","c++","6557"
"2015-12-01 00:00:00","dart","47"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","418"
"2015-12-01 00:00:00","java","16536"
"2015-12-01 00:00:00","javascript","21067"
"2015-12-01 00:00:00","perl","477"
"2015-12-01 00:00:00","php","13697"
"2015-12-01 00:00:00","python","11646"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","reactjs","1020"
"2015-12-01 00:00:00","ruby","2028"
"2015-12-01 00:00:00","rust","130"
"2015-12-01 00:00:00","swift","4370"
"2016-01-01 00:00:00","assembly","247"
"2016-01-01 00:00:00","c#","12352"
"2016-01-01 00:00:00","c++","6094"
"2016-01-01 00:00:00","dart","68"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","flutter","1"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16610"
"2016-01-01 00:00:00","javascript","22496"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14536"
"2016-01-01 00:00:00","python","12347"
"2016-01-01 00:00:00","r","3536"
"2016-01-01 00:00:00","reactjs","1162"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","rust","152"
"2016-01-01 00:00:00","swift","4779"
"2016-02-01 00:00:00","assembly","347"
"2016-02-01 00:00:00","c#","12722"
"2016-02-01 00:00:00","c++","6549"
"2016-02-01 00:00:00","dart","75"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","flutter","1"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17836"
"2016-02-01 00:00:00","javascript","22461"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14873"
"2016-02-01 00:00:00","python","13236"
"2016-02-01 00:00:00","r","3587"
"2016-02-01 00:00:00","reactjs","1150"
"2016-02-01 00:00:00","ruby","2248"
"2016-02-01 00:00:00","rust","145"
"2016-02-01 00:00:00","swift","4747"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c#","13598"
"2016-03-01 00:00:00","c++","7015"
"2016-03-01 00:00:00","dart","58"
"2016-03-01 00:00:00","delphi","339"
"2016-03-01 00:00:00","go","593"
"2016-03-01 00:00:00","java","19888"
"2016-03-01 00:00:00","javascript","24080"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15083"
"2016-03-01 00:00:00","python","14054"
"2016-03-01 00:00:00","r","4041"
"2016-03-01 00:00:00","reactjs","1458"
"2016-03-01 00:00:00","ruby","2256"
"2016-03-01 00:00:00","rust","183"
"2016-03-01 00:00:00","swift","5071"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c#","13707"
"2016-04-01 00:00:00","c++","6887"
"2016-04-01 00:00:00","dart","49"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19464"
"2016-04-01 00:00:00","javascript","23434"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14433"
"2016-04-01 00:00:00","python","13636"
"2016-04-01 00:00:00","r","4125"
"2016-04-01 00:00:00","reactjs","1491"
"2016-04-01 00:00:00","ruby","2214"
"2016-04-01 00:00:00","rust","157"
"2016-04-01 00:00:00","swift","4746"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c#","13483"
"2016-05-01 00:00:00","c++","6124"
"2016-05-01 00:00:00","dart","37"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17005"
"2016-05-01 00:00:00","javascript","22975"
"2016-05-01 00:00:00","perl","486"
"2016-05-01 00:00:00","php","14399"
"2016-05-01 00:00:00","python","13093"
"2016-05-01 00:00:00","r","3798"
"2016-05-01 00:00:00","reactjs","1538"
"2016-05-01 00:00:00","ruby","2131"
"2016-05-01 00:00:00","rust","186"
"2016-05-01 00:00:00","swift","4407"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c#","13044"
